NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.71035739218496	1.0	1.0	0.17650291	0.03475453417868951	1.0	1.0	0.0	2.0	0.00015377426	0.0	1.0	41.0	0.17645727	6.1342766e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.760357390921854	1.0	1.0	0.17750023	0.03495063555978795	1.0	1.0	0.0	2.0	0.00015551792	0.0	1.0	41.0	0.17745677	6.2037461e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.810257389661274	1.0	1.0	0.1785157	0.03514758059366291	1.0	1.0	0.0	2.0	0.0001572679	0.0	1.0	41.0	0.17845671	6.2743952e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.860157388400694	1.0	1.0	0.1795015	0.03534604204145983	1.0	1.0	0.0	2.0	0.00015902777	0.0	1.0	41.0	0.17945574	6.3446678e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.910157387137588	1.0	1.0	0.18051474	0.03554279610290423	1.0	1.0	0.0	2.0	0.00016080104	0.0	1.0	41.0	0.18045524	6.4159985e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.960157385874481	1.0	1.0	0.18150444	0.0357380778640855	1.0	1.0	0.0	2.0	0.00016258405	0.0	1.0	41.0	0.18145472	6.4866199e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.010157384611375	1.0	1.0	0.18249775	0.03593399339027842	1.0	1.0	0.0	2.0	0.00016437691	0.0	1.0	41.0	0.18245418	6.5578729e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.060157383348269	1.0	1.0	0.18350695	0.03613013032116698	1.0	1.0	0.0	2.0	0.00016617955	0.0	1.0	41.0	0.18345368	6.63013e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.110157382085163	1.0	1.0	0.184506	0.03632775751477196	1.0	1.0	0.0	2.0	0.00016799205	0.0	1.0	41.0	0.18445316	6.702689e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.160157380822056	1.0	1.0	0.18551521	0.0365231851486626	1.0	1.0	0.0	2.0	0.00016981436	0.0	1.0	41.0	0.18545265	6.7756064e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.210057379561476	1.0	1.0	0.18649961	0.03671902479019989	1.0	1.0	0.0	2.0	0.00017164281	0.0	1.0	41.0	0.18645392	6.848084e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.259957378300896	1.0	1.0	0.18749778	0.03691516136233192	1.0	1.0	0.0	2.0	0.00017348102	0.0	1.0	41.0	0.18745162	6.9215107e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.30995737703779	1.0	1.0	0.18849047	0.03711358330178027	1.0	1.0	0.0	2.0	0.0001753328	0.0	1.0	41.0	0.18845111	6.9955568e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.359957375774684	1.0	1.0	0.18949668	0.03731155639979977	1.0	1.0	0.0	2.0	0.00017719447	0.0	1.0	41.0	0.18945061	7.0704159e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.409957374511578	1.0	1.0	0.19050595	0.03750866620922111	1.0	1.0	0.0	2.0	0.00017906603	0.0	1.0	41.0	0.19045009	7.1456243e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.459957373248471	1.0	1.0	0.19150707	0.03770412077385654	1.0	1.0	0.0	2.0	0.00018094739	0.0	1.0	41.0	0.19144957	7.2206058e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.509957371985365	1.0	1.0	0.192508	0.03790048173525265	1.0	1.0	0.0	2.0	0.00018283857	0.0	1.0	41.0	0.19244906	7.2961457e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.559857370724785	1.0	1.0	0.19351207	0.03809457650804757	1.0	1.0	0.0	2.0	0.00018473569	0.0	1.0	41.0	0.19344674	7.3717601e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.609757369464205	1.0	1.0	0.19449654	0.03829089239136219	1.0	1.0	0.0	2.0	0.00018664256	0.0	1.0	41.0	0.19444802	7.447446e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.659757368201099	1.0	1.0	0.19551061	0.03848780613151143	1.0	1.0	0.0	2.0	0.00018856303	0.0	1.0	41.0	0.1954475	7.5247744e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.709757366937993	1.0	1.0	0.19650646	0.03868335746746099	1.0	1.0	0.0	2.0	0.00019049335	0.0	1.0	41.0	0.196447	7.6015294e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.759757365674886	1.0	1.0	0.19751041	0.03888064738863195	1.0	1.0	0.0	2.0	0.00019243349	0.0	1.0	41.0	0.19744647	7.6793322e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.80975736441178	1.0	1.0	0.19849539	0.03907776876197511	1.0	1.0	0.0	2.0	0.00019438349	0.0	1.0	41.0	0.19844596	7.7567565e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.859757363148674	1.0	1.0	0.19950019	0.03927605231809946	1.0	1.0	0.0	2.0	0.00019634336	0.0	1.0	41.0	0.19944544	7.8355797e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.909757361885566	1.0	1.0	0.20049474	0.03947401859504357	1.0	1.0	0.0	2.0	0.00019831315	0.0	1.0	41.0	0.20044494	7.9143329e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.959657360624986	1.0	1.0	0.20149758	0.03966870423018554	1.0	1.0	0.0	2.0	0.00020028878	0.0	1.0	41.0	0.20144354	7.9931478e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.009557359364406	1.0	1.0	0.20250703	0.0398660194585792	1.0	1.0	0.0	2.0	0.00020227423	0.0	1.0	41.0	0.20244391	8.0731497e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.059557358101305	1.0	1.0	0.20351879	0.04006404781075955	1.0	1.0	0.0	2.0	0.00020427354	0.0	1.0	41.0	0.20344338	8.1537864e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.109557356838195	1.0	1.0	0.20450997	0.04026135461215208	1.0	1.0	0.0	2.0	0.00020628274	0.0	1.0	41.0	0.20444286	8.2338483e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.159557355575085	1.0	1.0	0.20549354	0.04045743793162893	1.0	1.0	0.0	2.0	0.00020830173	0.0	1.0	41.0	0.20544235	8.313742e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.209557354311984	1.0	1.0	0.20650294	0.04065211872673703	1.0	1.0	0.0	2.0	0.0002103305	0.0	1.0	41.0	0.20644183	8.3947825e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.259557353048875	1.0	1.0	0.20749584	0.04084801971394986	1.0	1.0	0.0	2.0	0.00021236905	0.0	1.0	41.0	0.20744133	8.4757939e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.309557351785775	1.0	1.0	0.20849253	0.04104659773185165	1.0	1.0	0.0	2.0	0.00021441747	0.0	1.0	41.0	0.2084408	8.5579095e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.359457350525195	1.0	1.0	0.20950955	0.04124390440491577	1.0	1.0	0.0	2.0	0.00021647166	0.0	1.0	41.0	0.20944029	8.6409918e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.409357349264615	1.0	1.0	0.2105097	0.0414403449416299	1.0	1.0	0.0	2.0	0.0002185357	0.0	1.0	41.0	0.21043979	8.7235949e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.459357348001506	1.0	1.0	0.21150555	0.0416366826760132	1.0	1.0	0.0	2.0	0.00022061367	0.0	1.0	41.0	0.21143927	8.8063889e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.509357346738396	1.0	1.0	0.21250838	0.0418329046676969	1.0	1.0	0.0	2.0	0.00022270146	0.0	1.0	41.0	0.21243876	8.8898432e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.559357345475295	1.0	1.0	0.21350148	0.04202681431477809	1.0	1.0	0.0	2.0	0.00022479901	0.0	1.0	41.0	0.21343823	8.9727873e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.609357344212185	1.0	1.0	0.21449564	0.04222405266396156	1.0	1.0	0.0	2.0	0.0002269063	0.0	1.0	41.0	0.21443772	9.0568756e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.659357342949075	1.0	1.0	0.21550995	0.04242038433181322	1.0	1.0	0.0	2.0	0.00022902341	0.0	1.0	41.0	0.21543722	9.1420152e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.709357341685974	1.0	1.0	0.21650283	0.04261650137724024	1.0	1.0	0.0	2.0	0.00023115033	0.0	1.0	41.0	0.2164367	9.2265927e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.759257340425394	1.0	1.0	0.21751428	0.04281286255658601	1.0	1.0	0.0	2.0	0.0002332828	0.0	1.0	41.0	0.21743755	9.312409e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.809157339164814	1.0	1.0	0.21850556	0.04301010037306696	1.0	1.0	0.0	2.0	0.00023542513	0.0	1.0	41.0	0.21843567	9.3979461e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.859157337901705	1.0	1.0	0.21949378	0.04320607603424109	1.0	1.0	0.0	2.0	0.00023758157	0.0	1.0	41.0	0.21943517	9.483465e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.909157336638605	1.0	1.0	0.22049874	0.04340337039644093	1.0	1.0	0.0	2.0	0.00023974784	0.0	1.0	41.0	0.22043464	9.5703881e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.959157335375496	1.0	1.0	0.22150372	0.04359901183353809	1.0	1.0	0.0	2.0	0.00024192395	0.0	1.0	41.0	0.22143413	9.6573431e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.009157334112388	1.0	1.0	0.22249363	0.04379676144432154	1.0	1.0	0.0	2.0	0.00024410989	0.0	1.0	41.0	0.22243361	9.7445009e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.059157332849285	1.0	1.0	0.22349139	0.04399394815253022	1.0	1.0	0.0	2.0	0.00024630572	0.0	1.0	41.0	0.22343308	9.832268e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.109157331586175	1.0	1.0	0.22449827	0.04419153179818149	1.0	1.0	0.0	2.0	0.00024851138	0.0	1.0	41.0	0.22443257	9.9209228e-06	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.158957330328125	1.0	1.0	0.22548772	0.04438688734472618	1.0	1.0	0.0	2.0	0.00025071803	0.0	1.0	41.0	0.22543207	1.0008698e-05	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.208957329065015	1.0	1.0	0.22648403	0.04458165728418084	1.0	1.0	0.0	2.0	0.00025294328	0.0	1.0	41.0	0.22643155	1.0097034e-05	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.258957327801905	1.0	1.0	0.2274909	0.04478016075315983	1.0	1.0	0.0	2.0	0.00025517834	0.0	1.0	41.0	0.22743103	1.0187079e-05	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.308957326538803	1.0	1.0	0.22847529	0.04497479455097142	1.0	1.0	0.0	2.0	0.00025742326	0.0	1.0	41.0	0.22843052	1.0275629e-05	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.358957325275696	1.0	1.0	0.22947876	0.0451712609329089	1.0	1.0	0.0	2.0	0.00025967797	0.0	1.0	41.0	0.22943002	1.0365845e-05	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.408957324012597	1.0	1.0	0.23048627	0.04536819600724362	1.0	1.0	0.0	2.0	0.00026194251	0.0	1.0	41.0	0.23042949	1.0456746e-05	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.458957322749484	1.0	1.0	0.23147154	0.04556379252958487	1.0	1.0	0.0	2.0	0.00026421685	0.0	1.0	41.0	0.23142897	1.0546722e-05	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.508857321488904	1.0	1.0	0.23247026	0.04576016367030444	1.0	1.0	0.0	2.0	0.00026649641	0.0	1.0	41.0	0.23242714	1.0637877e-05	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.558757320228324	1.0	1.0	0.23348595	0.04595519636792164	1.0	1.0	0.0	2.0	0.00026878578	0.0	1.0	41.0	0.23342796	1.0729893e-05	0.0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.608757318965218	1.0	1.0	0.23447733	0.04615160802603452	1.0	1.0	0.0	2.0	0.00027108949	0.0	1.0	41.0	0.23442744	1.0821505e-05	0.0
